,ulica,numer,nr_lokalu,powierzchnia_uzyt,liczba_pokoi,piętro,lok_cena_brutto,cena_za_m2,srednia_budynek,srednia_cena_ulica,srednia_cena_dzielnica,near_100,near_300,near_500,dist_centrum,dzielnica,coordinates,rodzaj_rynku,data,rok
10920,ELIASZA RADZIKOWSKIEGO,98,34_LOK,52.75,2.0,5.0,778225,14753,15057,14886,14332,13375,14683,14378,3768,Dzielnica IV Prądnik Biały,"(50.084727446572096, 19.899905987939)",pierwotny,2025-12-16,2025
10921,BOLESŁAWA CZERWIEŃSKIEGO,3,28_LOK,38.47,1.0,3.0,520715,13536,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",pierwotny,2024-08-01,2024
10922,BOLESŁAWA CZERWIEŃSKIEGO,3,66_LOK,39.64,1.0,5.0,628000,15843,14742,14789,14332,15407,14157,14180,3716,Dzielnica IV Prądnik Biały,"(50.08627715646317, 19.903252522833007)",pierwotny,2025-10-27,2025
10923,BOLESŁAWA CZERWIEŃSKIEGO,3,19_LOK,36.74,1.0,2.0,730000,19869,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",wtorny,2024-09-19,2024
10924,BOLESŁAWA CZERWIEŃSKIEGO,3,59_LOK,38.55,1.0,5.0,489585,12700,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",pierwotny,2024-06-24,2024
10925,ELIASZA RADZIKOWSKIEGO,98,39_LOK,64.87,3.0,6.0,1060000,16340,15057,14886,14332,13375,14683,14378,3768,Dzielnica IV Prądnik Biały,"(50.084727446572096, 19.899905987939)",pierwotny,2025-09-26,2025
10926,ELIASZA RADZIKOWSKIEGO,98,4_LOK,47.66,2.0,1.0,673878,14139,15057,14886,14332,13375,14683,14378,3768,Dzielnica IV Prądnik Biały,"(50.084727446572096, 19.899905987939)",pierwotny,2025-08-07,2025
10927,BOLESŁAWA CZERWIEŃSKIEGO,3,6_LOK,37.85,1.0,1.0,461350,12189,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",pierwotny,2024-06-20,2024
10928,ELIASZA RADZIKOWSKIEGO,98,43_LOK,43.85,2.0,7.0,740000,16876,15057,14886,14332,13375,14683,14378,3768,Dzielnica IV Prądnik Biały,"(50.084727446572096, 19.899905987939)",pierwotny,2025-09-11,2025
10929,ELIASZA RADZIKOWSKIEGO,98,3_LOK,52.27,2.0,1.0,727823,13924,15057,14886,14332,13375,14683,14378,3768,Dzielnica IV Prądnik Biały,"(50.084727446572096, 19.899905987939)",pierwotny,2025-08-27,2025
10930,BOLESŁAWA CZERWIEŃSKIEGO,3,19_LOK,36.74,1.0,2.0,449140,12225,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",pierwotny,2024-06-26,2024
10931,BOLESŁAWA CZERWIEŃSKIEGO,3,5_LOK,37.97,1.0,1.0,462670,12185,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",pierwotny,2024-06-20,2024
10932,BOLESŁAWA CZERWIEŃSKIEGO,3,13_LOK,38.46,1.0,2.0,475752,12370,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",pierwotny,2024-06-27,2024
10933,BOLESŁAWA CZERWIEŃSKIEGO,3,4_LOK,37.79,1.0,1.0,768000,20323,14742,14789,14332,14216,14073,14125,3716,Dzielnica IV Prądnik Biały,"(50.08627715700206, 19.90325252642277)",wtorny,2024-12-27,2024
10934,KS. STANISŁAWA TRUSZKOWSKIEGO,5AF,2_LOK,90.25,5.0,2.0,997850,11057,10987,11571,14996,11595,11489,11520,6082,Dzielnica VI Bronowice,"(50.09250495048036, 19.86843357215974)",pierwotny,2024-09-09,2024
10935,WŁODZIMIERZA TETMAJERA,65B,1_LOK,123.6,4.0,1.0,1565000,12662,13440,14218,14996,13440,11341,11431,6441,Dzielnica VI Bronowice,"(50.09531348239202, 19.865339970707605)",wtorny,2024-02-27,2024
10936,SMĘTNA,7,M26_LOK,36.9,2.0,3.0,550000,14905,15203,13805,14332,12852,15382,15375,5069,Dzielnica IV Prądnik Biały,"(50.092134874692945, 19.88580350185926)",wtorny,2025-10-13,2025
10937,KS. STANISŁAWA TRUSZKOWSKIEGO,5AX,2_LOK,99.31,6.0,2.0,1127316,11351,11021,11571,14996,11454,11467,11508,6221,Dzielnica VI Bronowice,"(50.09330182319348, 19.86691097773078)",pierwotny,2024-09-18,2024
10938,KS. STANISŁAWA TRUSZKOWSKIEGO,5AM,2_LOK,98.97,6.0,2.0,1157949,11700,12799,11571,14996,11363,11468,11499,6155,Dzielnica VI Bronowice,"(50.0929206313487, 19.867637039651168)",pierwotny,2025-09-30,2025
10939,SOSNOWIECKA,25D,M10_LOK,37.84,2.0,2.0,665000,17574,16274,16050,14332,14570,16408,15790,5201,Dzielnica IV Prądnik Biały,"(50.094914801492415, 19.887309123617023)",wtorny,2025-08-28,2025
10940,KS. STANISŁAWA TRUSZKOWSKIEGO,5AH,2_LOK,76.13,4.0,2.0,783945,10297,11864,11571,14996,11592,11506,11536,6100,Dzielnica VI Bronowice,"(50.09260611047114, 19.868237771980137)",pierwotny,2024-09-17,2024
10941,KS. STANISŁAWA TRUSZKOWSKIEGO,5AL,1_LOK,67.95,3.0,1.0,923620,13593,13468,11571,14996,11413,11423,11456,6125,Dzielnica VI Bronowice,"(50.09274834144984, 19.867956546355042)",pierwotny,2025-09-29,2025
10942,KS. STANISŁAWA TRUSZKOWSKIEGO,5BA,1_LOK,75.69,4.0,1.0,816081,10782,10907,11571,14996,11350,11475,11517,6245,Dzielnica VI Bronowice,"(50.093435134321176, 19.86666019957427)",pierwotny,2024-09-10,2024
10943,KS. STANISŁAWA TRUSZKOWSKIEGO,5AS,2_LOK,99.34,6.0,2.0,1176614,11844,11302,11571,14996,11463,11453,11495,6188,Dzielnica VI Bronowice,"(50.09311139637218, 19.867273820309777)",pierwotny,2024-09-06,2024
10944,SMĘTNA,7,18_LOK,35.58,2.0,1.0,551490,15500,15203,13805,14332,12852,15382,15375,5069,Dzielnica IV Prądnik Biały,"(50.092134874692945, 19.88580350185926)",pierwotny,2025-09-09,2025
10945,ZYGMUNTA GLOGERA,7,11_LOK,44.79,3.0,3.0,644600,14392,15257,15791,14332,14636,15370,15563,4242,Dzielnica IV Prądnik Biały,"(50.099239802199804, 19.92565671823287)",pierwotny,2025-05-27,2025
10946,ADAMA VETULANIEGO,5D,133_LOK,44.49,2.0,5.0,470100,10566,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-05-14,2024
10947,ADAMA VETULANIEGO,5D,134_LOK,55.05,3.0,5.0,566950,10299,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-07-18,2024
10948,ADAMA VETULANIEGO,5D,140_LOK,47.24,3.0,6.0,720000,15241,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",wtorny,2024-11-05,2024
10949,ADAMA VETULANIEGO,5D,51_LOK,49.96,3.0,5.0,510050,10209,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2025-05-29,2025
10950,,5C,37_LOK,53.99,3.0,4.0,894000,16559,15408,16098,14332,13560,14641,14014,3893,Dzielnica IV Prądnik Biały,"(50.0949924518123, 19.920542912382714)",wtorny,2025-01-20,2025
10951,ADAMA VETULANIEGO,5D,90_LOK,64.41,4.0,8.0,645270,10018,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-05-14,2024
10952,ADAMA VETULANIEGO,5D,7_LOK,37.95,2.0,1.0,573000,15099,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",wtorny,2025-03-19,2025
10953,ADAMA VETULANIEGO,5D,2_LOK,38.77,2.0,1.0,478900,12352,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-05-14,2024
10954,ADAMA VETULANIEGO,5D,104_LOK,34.16,2.0,2.0,407610,11932,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-02-26,2024
10955,ADAMA VETULANIEGO,5D,80_LOK,66.43,4.0,7.0,801100,12059,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-04-25,2024
10956,ADAMA VETULANIEGO,5D,29_LOK,39.24,2.0,3.0,427391,10892,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-08-06,2024
10957,ADAMA VETULANIEGO,5D,83_LOK,26.19,1.0,7.0,323790,12363,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-05-09,2024
10958,ADAMA VETULANIEGO,5D,114_LOK,37.13,2.0,3.0,410254,11049,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-03-07,2024
10959,ADAMA VETULANIEGO,5D,77_LOK,39.34,2.0,7.0,421750,10721,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-04-25,2024
10960,ADAMA VETULANIEGO,5D,46_LOK,38.34,2.0,4.0,435115,11349,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-05-07,2024
10961,ADAMA VETULANIEGO,5D,86_LOK,49.15,3.0,8.0,491741,10005,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-10-24,2024
10962,ADAMA VETULANIEGO,5D,121_LOK,36.2,2.0,4.0,471040,13012,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2025-05-07,2025
10963,ADAMA VETULANIEGO,5D,106_LOK,44.46,2.0,2.0,581300,13075,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-04-18,2024
10964,PIASKOWA,9B,1023_LOK,55.0,3.0,2.0,764500,13900,13840,13748,14332,13840,15377,15253,4463,Dzielnica IV Prądnik Biały,"(50.09501291301386, 19.903421383945325)",pierwotny,2025-01-31,2025
10965,ADAMA VETULANIEGO,5D,94_LOK,36.21,2.0,1.0,456200,12599,12142,11745,14332,13269,14515,14078,3870,Dzielnica IV Prądnik Biały,"(50.09504325446316, 19.921740267410197)",pierwotny,2024-08-27,2024
10966,PIASKOWA,9C,1034_LOK,31.58,2.0,1.0,483174,15300,13870,13748,14332,13870,15377,15253,4463,Dzielnica IV Prądnik Biały,"(50.09501291301386, 19.903421383945325)",pierwotny,2025-01-15,2025
10967,PIASKOWA,9C,1035_LOK,55.02,3.0,1.0,687750,12500,13870,13748,14332,13870,15377,15253,4463,Dzielnica IV Prądnik Biały,"(50.09501291301386, 19.903421383945325)",pierwotny,2025-02-19,2025
10968,PIASKOWA,9B,1018_LOK,31.53,2.0,1.0,498174,15800,13840,13748,14332,13840,15377,15253,4463,Dzielnica IV Prądnik Biały,"(50.09501291301386, 19.903421383945325)",pierwotny,2025-02-04,2025
10969,BOLESŁAWA ORLIŃSKIEGO,3,117_LOK,31.92,2.0,5.0,654000,20489,18117,16770,13985,15276,16197,16141,4969,Dzielnica XIV Czyżyny,"(50.08139674939326, 20.00170059872037)",wtorny,2025-06-18,2025
10970,BOLESŁAWA ORLIŃSKIEGO,9D,15_LOK,44.95,2.0,4.0,745000,16574,14995,16770,13985,17053,15300,15683,5234,Dzielnica XIV Czyżyny,"(50.08126595875326, 20.005876490710115)",wtorny,2025-06-30,2025
10971,BOLESŁAWA ORLIŃSKIEGO,7B,42_LOK,42.3,3.0,3.0,763000,18038,18978,16770,13985,21666,15951,15844,4958,Dzielnica XIV Czyżyny,"(50.08239356891521, 20.000770866557815)",pierwotny,2025-12-17,2025
10972,BOLESŁAWA ORLIŃSKIEGO,4,34_LOK,45.45,2.0,4.0,720000,15842,15223,16770,13985,15164,15820,15980,4864,Dzielnica XIV Czyżyny,"(50.080973923351834, 20.000392402309316)",wtorny,2025-04-10,2025
10973,BOLESŁAWA ORLIŃSKIEGO,3,150_LOK,62.37,4.0,12.0,895000,14350,18117,16770,13985,15276,16197,16141,4969,Dzielnica XIV Czyżyny,"(50.08139674939326, 20.00170059872037)",wtorny,2025-10-29,2025
10974,,1,3_LOK,66.45,4.0,2.0,1120000,16855,15788,16098,13985,17402,15943,15974,4890,Dzielnica XIV Czyżyny,"(50.081658692565775, 20.000278186130366)",wtorny,2025-12-19,2025
10975,BOLESŁAWA ORLIŃSKIEGO,3,1_LOK,30.76,2.0,2.0,495000,16092,18117,16770,13985,15276,16197,16141,4969,Dzielnica XIV Czyżyny,"(50.08139674939326, 20.00170059872037)",wtorny,2024-09-03,2024
10976,BOLESŁAWA ORLIŃSKIEGO,3,103_LOK,37.88,2.0,2.0,632000,16684,18117,16770,13985,15276,16197,16141,4969,Dzielnica XIV Czyżyny,"(50.08139674939326, 20.00170059872037)",wtorny,2024-07-17,2024
10977,BOLESŁAWA ORLIŃSKIEGO,5,134_LOK,42.93,2.0,8.0,745000,17354,16686,16770,13985,14828,15995,15942,5036,Dzielnica XIV Czyżyny,"(50.081116202616656, 20.00295432338109)",wtorny,2024-03-12,2024
10978,BOLESŁAWA ORLIŃSKIEGO,5,71_LOK,61.45,4.0,16.0,1107500,18023,16686,16770,13985,14828,15995,15942,5036,Dzielnica XIV Czyżyny,"(50.081116202616656, 20.00295432338109)",wtorny,2024-09-26,2024
10979,,1,261_LOK,29.44,2.0,11.0,490000,16644,15788,16098,13985,17402,15943,15974,4890,Dzielnica XIV Czyżyny,"(50.081658692565775, 20.000278186130366)",wtorny,2025-09-09,2025
10980,OSIEDLE AVIA,1,10_LOK,55.68,3.0,3.0,750000,13470,15797,15896,13985,15663,15700,15817,5103,Dzielnica XIV Czyżyny,"(50.08085416298475, 20.004159149913793)",wtorny,2024-01-08,2024
10981,OSIEDLE AVIA,1,79_LOK,60.8,4.0,2.0,880000,14474,15797,15896,13985,15663,15700,15817,5103,Dzielnica XIV Czyżyny,"(50.08085416298475, 20.004159149913793)",wtorny,2025-06-11,2025
10982,,1,75_LOK,46.94,3.0,8.0,655000,13954,15788,16098,13985,17402,15943,15974,4890,Dzielnica XIV Czyżyny,"(50.081658692565775, 20.000278186130366)",wtorny,2025-05-20,2025
10983,BOLESŁAWA ORLIŃSKIEGO,9D,49_LOK,39.89,2.0,3.0,640000,16044,14995,16770,13985,17053,15300,15683,5234,Dzielnica XIV Czyżyny,"(50.08126595875326, 20.005876490710115)",wtorny,2025-09-19,2025
10984,BOLESŁAWA ORLIŃSKIEGO,5,52_LOK,46.75,3.0,12.0,799000,17091,16686,16770,13985,14828,15995,15942,5036,Dzielnica XIV Czyżyny,"(50.081116202616656, 20.00295432338109)",wtorny,2025-04-23,2025
10985,BOLESŁAWA ORLIŃSKIEGO,9A,53_LOK,26.51,2.0,5.0,510000,19238,17562,16770,13985,16091,15659,15786,5158,Dzielnica XIV Czyżyny,"(50.08156655992828, 20.00450736046431)",wtorny,2024-10-14,2024
10986,BOLESŁAWA ORLIŃSKIEGO,9D,61_LOK,53.85,3.0,4.0,730000,13556,14995,16770,13985,17053,15300,15683,5234,Dzielnica XIV Czyżyny,"(50.08126595875326, 20.005876490710115)",wtorny,2024-04-08,2024
10987,BOLESŁAWA ORLIŃSKIEGO,9B,73_LOK,55.03,3.0,7.0,930000,16900,17002,16770,13985,16689,15421,15697,5204,Dzielnica XIV Czyżyny,"(50.08154432737837, 20.005222287254977)",wtorny,2025-08-21,2025
10988,OSIEDLE AVIA,1,140_LOK,43.08,2.0,8.0,738000,17131,15797,15896,13985,15663,15700,15817,5103,Dzielnica XIV Czyżyny,"(50.08085416298475, 20.004159149913793)",wtorny,2024-04-08,2024
10989,BOLESŁAWA ORLIŃSKIEGO,3,147_LOK,28.91,2.0,11.0,450000,15566,18117,16770,13985,15276,16197,16141,4969,Dzielnica XIV Czyżyny,"(50.08139674939326, 20.00170059872037)",wtorny,2024-01-11,2024
10990,STRZELCÓW,17,60_LOK,45.93,3.0,13.0,767000,16699,14107,14850,14766,14107,12673,12880,4399,Dzielnica III Prądnik Czerwony,"(50.094764208667996, 19.97371616162514)",wtorny,2024-07-26,2024
10991,STRZELCÓW,28C,1034_LOK,62.56,3.0,5.0,922100,14739,15962,14850,14766,15962,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-10-14,2025
10992,STRZELCÓW,28B,58_LOK,43.64,2.0,7.0,758537,17382,15374,14850,14766,15374,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-12-08,2025
10993,STRZELCÓW,28C,1002_LOK,41.06,2.0,2.0,621711,15142,15962,14850,14766,15962,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-11-12,2025
10994,STRZELCÓW,9,29_LOK,34.04,2.0,5.0,475000,13954,14102,14850,14766,11394,12430,13022,4201,Dzielnica III Prądnik Czerwony,"(50.092840847788516, 19.97316520178142)",wtorny,2024-05-10,2024
10995,STRZELCÓW,28C,1001_LOK,28.22,1.0,2.0,447905,15872,15962,14850,14766,15962,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-10-14,2025
10996,STRZELCÓW,28C,1014_LOK,41.32,2.0,6.0,686261,16608,15962,14850,14766,15962,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-10-10,2025
10997,STRZELCÓW,28B,49_LOK,42.47,2.0,5.0,657662,15485,15374,14850,14766,15374,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-10-08,2025
10998,STRZELCÓW,28B,10_LOK,38.98,2.0,3.0,655846,16825,15374,14850,14766,15374,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-10-08,2025
10999,STRZELCÓW,28B,44_LOK,42.46,2.0,4.0,646062,15216,15374,14850,14766,15374,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-10-08,2025
11000,STRZELCÓW,17,47_LOK,46.01,3.0,10.0,600000,13041,14107,14850,14766,14107,12673,12880,4399,Dzielnica III Prądnik Czerwony,"(50.094764208667996, 19.97371616162514)",wtorny,2024-07-02,2024
11001,STRZELCÓW,28B,50_LOK,62.81,3.0,5.0,948853,15107,15374,14850,14766,15374,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-11-19,2025
11002,STRZELCÓW,28C,1026_LOK,46.45,2.0,3.0,645655,13900,15962,14850,14766,15962,10475,13073,4725,Dzielnica III Prądnik Czerwony,"(50.098067535454454, 19.974194899231467)",pierwotny,2025-12-12,2025
11003,HENRYKA PACHOŃSKIEGO,7B,220_LOK,49.29,3.0,7.0,830000,16839,16445,14189,14332,10833,13253,13980,3783,Dzielnica IV Prądnik Biały,"(50.094681614756084, 19.92395761930303)",wtorny,2024-01-25,2024
11004,HENRYKA PACHOŃSKIEGO,6A,4_LOK,45.5,4.0,2.0,625000,13736,13065,14189,14332,13700,13405,14389,3650,Dzielnica IV Prądnik Biały,"(50.09360577609957, 19.92489048847726)",wtorny,2025-02-26,2025
11005,HENRYKA PACHOŃSKIEGO,7,170_LOK,51.56,3.0,7.0,890000,17261,13651,14189,14332,10833,14306,14018,3758,Dzielnica IV Prądnik Biały,"(50.094108450869555, 19.922303094461565)",wtorny,2024-03-23,2024
11006,HENRYKA PACHOŃSKIEGO,7,147_LOK,33.35,2.0,5.0,344000,10315,13651,14189,14332,10833,14306,14018,3758,Dzielnica IV Prądnik Biały,"(50.094108450869555, 19.922303094461565)",pierwotny,2024-04-04,2024
11007,HENRYKA PACHOŃSKIEGO,7B,99_LOK,35.97,2.0,6.0,700000,19461,16445,14189,14332,10833,13253,13980,3783,Dzielnica IV Prądnik Biały,"(50.094681614756084, 19.92395761930303)",wtorny,2025-12-01,2025
11008,DOMINIKANÓW,28,34_LOK,54.87,3.0,3.0,900000,16402,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-07-30,2025
11009,BOSAKÓW,5a,7_LOK,36.42,2.0,3.0,589000,16172,14379,14138,14766,13179,15327,14203,2985,Dzielnica III Prądnik Czerwony,"(50.084198960247384, 19.96271513004333)",pierwotny,2024-11-15,2024
11010,DOMINIKANÓW,28,51_LOK,93.86,3.0,5.0,2050000,21841,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-11-03,2025
11011,DOBREGO PASTERZA,46,1_LOK,29.55,1.0,1.0,456000,15431,14059,15082,14766,14715,14637,14471,3357,Dzielnica III Prądnik Czerwony,"(50.08779606818697, 19.96364668040313)",pierwotny,2025-07-09,2025
11012,LUBLAŃSKA,13,89_LOK,39.87,2.0,2.0,520000,13042,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2024-01-30,2024
11013,DOMINIKANÓW,28,32_LOK,39.44,2.0,3.0,699000,17723,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-08-27,2025
11014,DOMINIKANÓW,28,6_LOK,39.48,2.0,1.0,698000,17680,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-08-20,2025
11015,CELAROWSKA,20,58_LOK,36.28,3.0,5.0,532500,14678,13380,13834,14766,13749,14093,13766,2680,Dzielnica III Prądnik Czerwony,"(50.083261756679775, 19.956925918686515)",wtorny,2024-04-08,2024
11016,DOBREGO PASTERZA,46,2_LOK,78.6,4.0,2.0,1065000,13550,14059,15082,14766,14715,14637,14471,3357,Dzielnica III Prądnik Czerwony,"(50.08779606818697, 19.96364668040313)",pierwotny,2025-07-21,2025
11017,DOBREGO PASTERZA,44,3_LOK,46.51,3.0,3.0,697899,15005,14018,15082,14766,14840,14947,14478,3345,Dzielnica III Prądnik Czerwony,"(50.08777418629077, 19.963386955566367)",pierwotny,2025-07-03,2025
11018,LUBLAŃSKA,13,48_LOK,40.37,2.0,4.0,600000,14863,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2025-06-25,2025
11019,BOSAKÓW,5a,22_LOK,34.59,1.0,5.0,465000,13443,14379,14138,14766,13971,15292,14217,2985,Dzielnica III Prądnik Czerwony,"(50.084198911695864, 19.96271533563249)",wtorny,2025-08-27,2025
11020,DOMINIKANÓW,28,53_LOK,47.78,2.0,5.0,917000,19192,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-08-06,2025
11021,DOMINIKANÓW,28,21_LOK,55.45,3.0,2.0,912915,16464,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-09-08,2025
11022,DOMINIKANÓW,28,30_LOK,78.96,4.0,3.0,1329996,16844,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-10-28,2025
11023,LUBLAŃSKA,13,51_LOK,40.62,2.0,4.0,752500,18525,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2024-11-29,2024
11024,LUBLAŃSKA,13,43_LOK,25.58,1.0,4.0,313920,12272,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",pierwotny,2024-01-03,2024
11025,DOMINIKANÓW,28,37_LOK,61.48,3.0,3.0,1025000,16672,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-12-19,2025
11026,LUBLAŃSKA,13,45_LOK,38.94,2.0,4.0,543400,13955,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2024-01-05,2024
11027,DOMINIKANÓW,28,15_LOK,38.69,2.0,2.0,620808,16046,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-07-23,2025
11028,LUBLAŃSKA,13,135_LOK,59.87,3.0,5.0,970000,16202,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2024-07-30,2024
11029,LUBLAŃSKA,13,30_LOK,38.86,2.0,3.0,550000,14153,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2024-03-28,2024
11030,BOSAKÓW,9,13_LOK,35.53,3.0,2.0,390000,10977,13269,14138,14766,16509,14752,14362,2964,Dzielnica III Prądnik Czerwony,"(50.083603753683576, 19.96351806713039)",wtorny,2024-01-25,2024
11031,LUBLAŃSKA,13,5_LOK,39.41,2.0,1.0,413552,10494,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",pierwotny,2024-01-26,2024
11032,LUBLAŃSKA,13,73_LOK,44.69,2.0,1.0,798000,17856,15421,15233,14766,15421,15114,14464,3095,Dzielnica III Prądnik Czerwony,"(50.085702866505365, 19.961945497057112)",wtorny,2024-06-26,2024
11033,DOMINIKANÓW,28,33_LOK,52.98,3.0,3.0,879000,16591,16747,16809,14766,15730,14573,14053,3216,Dzielnica III Prądnik Czerwony,"(50.08665877513584, 19.962766187005943)",pierwotny,2025-11-18,2025
11034,CELAROWSKA,16,53_LOK,36.31,3.0,4.0,490000,13495,13301,13834,14766,13111,13836,14448,2761,Dzielnica III Prądnik Czerwony,"(50.08371388327651, 19.95799778998434)",wtorny,2025-12-01,2025
11035,CELAROWSKA,20,10_LOK,49.0,4.0,3.0,605000,12347,13380,13834,14766,13749,14093,13766,2680,Dzielnica III Prądnik Czerwony,"(50.083261756679775, 19.956925918686515)",wtorny,2024-11-27,2024
11036,BOSAKÓW,9,71_LOK,35.41,3.0,8.0,565000,15956,13269,14138,14766,16509,14752,14362,2964,Dzielnica III Prądnik Czerwony,"(50.083603753683576, 19.96351806713039)",wtorny,2024-02-20,2024
